rank,frequency,word,pos
1305,4426,庭,名詞-普通名詞-一般
1306,4423,戦い,名詞-普通名詞-一般
1307,4420,障害,名詞-普通名詞-一般
1308,4416,たところ,助詞-接続助詞
1308,4416,有効,形状詞-一般
1310,4415,狭い,形容詞-一般
1311,4412,飽くまで,副詞
1311,4412,あっ,感動詞-一般
1313,4407,テーブル,名詞-普通名詞-一般
1314,4400,被害,名詞-普通名詞-一般
1315,4398,報告,名詞-普通名詞-一般
1316,4397,昨年,名詞-普通名詞-一般
1317,4388,元気,形状詞-一般
1318,4387,道路,名詞-普通名詞-一般
1319,4384,沢山,形状詞-一般
1320,4377,開発,名詞-普通名詞-一般
1321,4374,振り返る,動詞-一般
1322,4371,御飯,名詞-普通名詞-一般
1323,4362,意外,形状詞-一般
1324,4358,準備,名詞-普通名詞-一般
1325,4357,香り,名詞-普通名詞-一般
1325,4357,距離,名詞-普通名詞-一般
1325,4357,評価する,動詞-一般
1325,4357,豊か,形状詞-一般
1329,4354,経る,動詞-一般
1330,4348,成功する,動詞-一般
1330,4348,益々,副詞
1332,4347,重ねる,動詞-一般
1332,4347,推進,名詞-普通名詞-一般
1334,4340,勝つ,動詞-一般
1335,4339,困難,形状詞-一般
1336,4336,主張する,動詞-一般
1337,4335,昨日,副詞
1338,4331,下がる,動詞-一般
1338,4331,実施,名詞-普通名詞-一般
1340,4328,席,名詞-普通名詞-一般
1341,4325,御陰,名詞-普通名詞-一般
1341,4325,肌,名詞-普通名詞-一般
1343,4323,両親,名詞-普通名詞-一般
1344,4322,学生,名詞-普通名詞-一般
1345,4317,選手,名詞-普通名詞-一般
1346,4316,大好き,形状詞-一般
1347,4306,抜く,動詞-一般
1348,4304,洗う,動詞-一般
1349,4296,一言,名詞-普通名詞-一般
1350,4295,構う,動詞-一般
1351,4293,葉,名詞-普通名詞-一般
1352,4288,勝手,形状詞-一般
1353,4282,魅力,名詞-普通名詞-一般
1354,4280,包む,動詞-一般
1355,4279,地方,名詞-普通名詞-一般
1356,4267,とも,助詞-接続助詞
1357,4254,辺,名詞-普通名詞-一般
1358,4251,下ろす,動詞-一般
1359,4250,野菜,名詞-普通名詞-一般
1360,4249,十年,名詞-数詞
1361,4244,緑,名詞-普通名詞-一般
1362,4240,質問する,動詞-一般
1363,4227,寒い,形容詞-一般
1364,4226,すら,助詞-副助詞
1365,4225,助ける,動詞-一般
1366,4219,感覚,名詞-普通名詞-一般
1367,4217,成立する,動詞-一般
1367,4217,どうぞ,副詞
1369,4216,自由,名詞-普通名詞-一般
1369,4216,降る,動詞-一般
1371,4210,確保する,動詞-一般
1372,4206,只,名詞-普通名詞-一般
1373,4204,回す,動詞-一般
1374,4203,咲く,動詞-一般
1374,4203,所で,接続詞
1376,4202,自ら,副詞
1377,4198,海外,名詞-普通名詞-一般
1377,4198,広げる,動詞-一般
1379,4197,表現する,動詞-一般
1380,4196,支払う,動詞-一般
1381,4194,国家,名詞-普通名詞-一般
1382,4187,時点,名詞-普通名詞-一般
1383,4184,サイト,名詞-普通名詞-一般
1384,4179,抜ける,動詞-一般
1385,4175,火,名詞-普通名詞-一般
1386,4171,行成,副詞
1387,4167,背,名詞-普通名詞-一般
1388,4166,開始する,動詞-一般
1389,4163,伝わる,動詞-一般
1390,4161,わし,代名詞
1391,4151,市民,名詞-普通名詞-一般
1392,4149,生徒,名詞-普通名詞-一般
1392,4149,引き続く,動詞-一般
1394,4138,向く,動詞-一般
1395,4134,協力,名詞-普通名詞-一般
1396,4132,石,名詞-普通名詞-一般
1396,4132,終わり,名詞-普通名詞-一般
1398,4130,其れでは,接続詞
1398,4130,手続き,名詞-普通名詞-一般
1400,4128,ヨーロッパ,名詞-固有名詞-地名-一般
1401,4126,現場,名詞-普通名詞-一般
1402,4122,鼻,名詞-普通名詞-一般
1403,4120,目立つ,動詞-一般
1403,4120,理解,名詞-普通名詞-一般
1405,4119,取り出す,動詞-一般
1406,4108,詰まる,動詞-一般
1406,4108,変更する,動詞-一般
1408,4105,駅,名詞-普通名詞-一般
1409,4101,要る,動詞-一般
1410,4099,浮かぶ,動詞-一般
1411,4092,言わば,副詞
1412,4090,次々,副詞
1413,4088,市場,名詞-普通名詞-一般
1414,4079,未だ,副詞
1415,4077,眠る,動詞-一般
1416,4067,記載する,動詞-一般
1416,4067,島,名詞-普通名詞-一般
1416,4067,服,名詞-普通名詞-一般
1419,4066,日,名詞-普通名詞-一般
1420,4064,握る,動詞-一般
1421,4053,レベル,名詞-普通名詞-一般
1422,4052,笑顔,名詞-普通名詞-一般
1423,4049,狙う,動詞-一般
1424,4048,十日,名詞-数詞
1425,4047,迫る,動詞-一般
1425,4047,負担,名詞-普通名詞-一般
1427,4039,後,名詞-普通名詞-一般
1428,4038,毎日,名詞-普通名詞-一般
1429,4031,京都,名詞-固有名詞-地名-一般
1430,4028,要する,動詞-一般
1430,4028,両手,名詞-普通名詞-一般
1432,4026,通常,名詞-普通名詞-一般
1433,4019,しかない,助動詞
1434,4017,方々,名詞-普通名詞-一般
1435,4015,都市,名詞-普通名詞-一般
1435,4015,二度,名詞-数詞
1435,4015,戻す,動詞-一般
1438,4012,不安,形状詞-一般
1439,4007,僅か,形状詞-一般
1440,4002,背中,名詞-普通名詞-一般
1441,4000,試合,名詞-普通名詞-一般
1442,3999,急ぐ,動詞-一般
1443,3998,冷たい,形容詞-一般
1443,3998,比較する,動詞-一般
1445,3997,遣り方,名詞-普通名詞-一般
1446,3996,通ずる,動詞-一般
1447,3995,間違い無い,形容詞-一般
1448,3992,椅子,名詞-普通名詞-一般
1449,3984,仕組み,名詞-普通名詞-一般
1450,3981,甘い,形容詞-一般
1450,3981,推移,名詞-普通名詞-一般
1452,3980,旨,名詞-普通名詞-一般
1453,3979,ファイル,名詞-普通名詞-一般
1454,3976,インターネット,名詞-普通名詞-一般
1455,3969,によれば,助詞-格助詞
1456,3967,十五日,名詞-数詞
1457,3965,温かい,形容詞-一般
1458,3959,構成する,動詞-一般
1459,3948,恐れ,名詞-普通名詞-一般
1460,3946,覗く,動詞-一般
1461,3944,唇,名詞-普通名詞-一般
1462,3943,地元,名詞-普通名詞-一般
1463,3938,人口,名詞-普通名詞-一般
1464,3936,経済,名詞-普通名詞-一般
1464,3936,バランス,名詞-普通名詞-一般
1466,3930,心配する,動詞-一般
1467,3929,兄,名詞-普通名詞-一般
1468,3926,極く,副詞
1468,3926,変更,名詞-普通名詞-一般
1470,3924,有り方,名詞-普通名詞-一般
1470,3924,契約,名詞-普通名詞-一般
1472,3920,主な,連体詞
1473,3917,デザイン,名詞-普通名詞-一般
1474,3912,危険,形状詞-一般
1475,3908,細かい,形容詞-一般
1475,3908,育つ,動詞-一般
1477,3907,検討,名詞-普通名詞-一般
1478,3905,前提,名詞-普通名詞-一般
1478,3905,犯人,名詞-普通名詞-一般
1480,3903,高齢者,名詞-普通名詞-一般
1481,3900,長さ,名詞-普通名詞-一般
1482,3897,遅れる,動詞-一般
1482,3897,指導,名詞-普通名詞-一般
1484,3896,裏,名詞-普通名詞-一般
1485,3893,ボール,名詞-普通名詞-一般
1486,3891,消す,動詞-一般
1487,3889,勉強,名詞-普通名詞-一般
1488,3887,忙しい,形容詞-一般
1488,3887,会話,名詞-普通名詞-一般
1490,3884,亡くなる,動詞-一般
1491,3882,形成する,動詞-一般
1492,3880,踏まえる,動詞-一般
1493,3879,慌てる,動詞-一般
1493,3879,大阪,名詞-固有名詞-地名-一般
1495,3878,高まる,動詞-一般
1496,3871,活用する,動詞-一般
1497,3868,舞台,名詞-普通名詞-一般
1498,3865,心配,名詞-普通名詞-一般
1499,3857,返事,名詞-普通名詞-一般
1500,3847,北,名詞-普通名詞-一般
1501,3846,精神,名詞-普通名詞-一般
1502,3845,見なす,動詞-一般
1503,3836,当たり前,形状詞-一般
1504,3835,けれど,接続詞
1505,3831,拡大する,動詞-一般
1506,3829,じゃあ,接続詞
1506,3829,卵,名詞-普通名詞-一般
1506,3829,呟く,動詞-一般
1509,3825,私達,代名詞
1510,3821,成果,名詞-普通名詞-一般
1511,3811,無し,形容詞-一般
1512,3801,住民,名詞-普通名詞-一般
1513,3794,貰える,動詞-一般
1514,3790,幸せ,形状詞-一般
1515,3786,十五,名詞-数詞
1516,3784,勧める,動詞-一般
1516,3784,どころ,助詞-副助詞
1518,3775,今回,副詞
1518,3775,政治,名詞-普通名詞-一般
1520,3770,訴える,動詞-一般
1521,3767,満たす,動詞-一般
1522,3766,対策,名詞-普通名詞-一般
1523,3762,正確,形状詞-一般
1524,3758,保つ,動詞-一般
1525,3755,慣れる,動詞-一般
1525,3755,歯,名詞-普通名詞-一般
1527,3750,構造,名詞-普通名詞-一般
1528,3744,発展,名詞-普通名詞-一般
1529,3741,罪,名詞-普通名詞-一般
1530,3740,素敵,形状詞-一般
1531,3737,手段,名詞-普通名詞-一般
1532,3735,特定,名詞-普通名詞-一般
1533,3730,だって,接続詞
1533,3730,願う,動詞-一般
1535,3729,太陽,名詞-普通名詞-一般
1535,3729,時々,副詞
1537,3728,十三,名詞-数詞
1538,3725,溢れる,動詞-一般
1539,3724,若者,名詞-普通名詞-一般
1540,3722,記録,名詞-普通名詞-一般
1541,3716,つい,副詞
1542,3715,に違いない,助動詞
1543,3714,てはいけない,助動詞
1544,3712,見事,形状詞-一般
1545,3711,ママ,名詞-普通名詞-一般
1546,3709,職員,名詞-普通名詞-一般
1547,3708,絶対,副詞
1548,3704,相談する,動詞-一般
1549,3703,最高,形状詞-一般
1550,3702,オーケー,名詞-普通名詞-一般
1550,3702,画面,名詞-普通名詞-一般
1552,3699,間違う,動詞-一般
1553,3697,調子,名詞-普通名詞-一般
1553,3697,場面,名詞-普通名詞-一般
1555,3695,立派,形状詞-一般
1556,3694,定員,名詞-普通名詞-一般
1557,3691,告げる,動詞-一般
1558,3690,容易,形状詞-一般
1559,3685,塩,名詞-普通名詞-一般
1559,3685,注目する,動詞-一般
1559,3685,閉じる,動詞-一般
1562,3683,熱い,形容詞-一般
1563,3682,老人,名詞-普通名詞-一般
1564,3680,肉,名詞-普通名詞-一般
1565,3678,製品,名詞-普通名詞-一般
1566,3675,導入する,動詞-一般
1567,3672,奥さん,名詞-普通名詞-一般
1568,3669,何と,副詞
1569,3659,月,名詞-普通名詞-一般
1570,3658,採用する,動詞-一般
1571,3656,輝く,動詞-一般
1571,3656,ん,感動詞-フィラー
1573,3655,一時,名詞-数詞
1574,3653,該当する,動詞-一般
1575,3651,御腹,名詞-普通名詞-一般
1575,3651,並べる,動詞-一般
1577,3649,必ずしも,副詞
1577,3649,複雑,形状詞-一般
1579,3646,自宅,名詞-普通名詞-一般
1580,3645,希望,名詞-普通名詞-一般
1581,3643,空間,名詞-普通名詞-一般
1581,3643,沿う,動詞-一般
1583,3638,移動する,動詞-一般
1584,3636,諦める,動詞-一般
1585,3634,備える,動詞-一般
1586,3632,法,名詞-普通名詞-一般
1587,3627,未だ未だ,副詞
1588,3624,地球,名詞-普通名詞-一般
1589,3623,一杯,副詞
1590,3621,世の中,名詞-普通名詞-一般
1591,3615,第二項,名詞-普通名詞-一般
1592,3611,低下する,動詞-一般
1593,3610,要素,名詞-普通名詞-一般
1594,3609,二十日,名詞-数詞
1595,3608,たって,助詞-接続助詞
1596,3602,移る,動詞-一般
1596,3602,値段,名詞-普通名詞-一般
1598,3599,楽,形状詞-一般
1599,3589,赤ちゃん,名詞-普通名詞-一般
1600,3587,誘う,動詞-一般
1601,3585,報告する,動詞-一般
1601,3585,最早,副詞
1603,3583,足りる,動詞-一般
1604,3578,期待,名詞-普通名詞-一般
1605,3576,本来,名詞-普通名詞-一般
1606,3574,過程,名詞-普通名詞-一般
1607,3572,切っ掛け,名詞-普通名詞-一般
1608,3567,要求する,動詞-一般
1609,3565,取り組み,名詞-普通名詞-一般
1610,3564,影,名詞-普通名詞-一般
1611,3562,一応,副詞
1611,3562,向上,名詞-普通名詞-一般
1613,3561,二つ,名詞-数詞
1614,3558,弟,名詞-普通名詞-一般
1615,3555,夫婦,名詞-普通名詞-一般
1616,3553,グループ,名詞-普通名詞-一般
1617,3550,膝,名詞-普通名詞-一般
1618,3546,ボタン,名詞-普通名詞-一般
1619,3545,去る,動詞-一般
1620,3544,どっち,代名詞
1621,3539,一旦,副詞
1622,3537,現代,名詞-普通名詞-一般
1622,3537,小学校,名詞-普通名詞-一般
1622,3537,バス,名詞-普通名詞-一般
1625,3536,何より,副詞
1626,3535,証拠,名詞-普通名詞-一般
1626,3535,南,名詞-普通名詞-一般
1628,3526,抑,副詞
1629,3525,大幅,形状詞-一般
1630,3519,■■■■,名詞-固有名詞-人名-一般
1630,3519,きり,助詞-副助詞
1632,3517,底,名詞-普通名詞-一般
1633,3515,会,名詞-普通名詞-一般
1634,3512,物語,名詞-普通名詞-一般
1635,3511,維持する,動詞-一般
1635,3511,メンバー,名詞-普通名詞-一般
1637,3509,猶,副詞
1638,3501,外国,名詞-普通名詞-一般
1639,3498,どんな,形状詞-一般
1640,3495,出来事,名詞-普通名詞-一般
1641,3491,携帯,名詞-普通名詞-一般
1642,3484,チーム,名詞-普通名詞-一般
1643,3482,適用する,動詞-一般
1644,3481,改善,名詞-普通名詞-一般
1645,3474,反応,名詞-普通名詞-一般
1646,3473,教師,名詞-普通名詞-一般
1647,3470,ザ,名詞-普通名詞-一般
1648,3465,委員,名詞-普通名詞-一般
1649,3464,屡,副詞
1649,3464,びっくりする,動詞-一般
1651,3461,認識,名詞-普通名詞-一般
1652,3459,細い,形容詞-一般
1653,3458,五日,名詞-数詞
1654,3456,階段,名詞-普通名詞-一般
1654,3456,癖,名詞-普通名詞-一般
1654,3456,反映する,動詞-一般
1657,3455,脳,名詞-普通名詞-一般
1658,3453,鍵,名詞-普通名詞-一般
1658,3453,結論,名詞-普通名詞-一般
1660,3451,雑誌,名詞-普通名詞-一般
1661,3446,勢い,名詞-普通名詞-一般
1661,3446,著しい,形容詞-一般
1663,3445,僅か,副詞
1664,3444,所,名詞-普通名詞-一般
1665,3440,五年,名詞-数詞
1666,3427,繋ぐ,動詞-一般
1667,3426,季節,名詞-普通名詞-一般
1667,3426,モデル,名詞-普通名詞-一般
1669,3425,互い,名詞-普通名詞-一般
1670,3424,解決する,動詞-一般
1671,3422,迷う,動詞-一般
1672,3420,真,名詞-普通名詞-一般
1673,3419,済みません,感動詞-一般
1674,3418,奪う,動詞-一般
1675,3412,兎も角,副詞
1676,3410,比較的,副詞
1677,3409,便利,形状詞-一般
1678,3408,十四,名詞-数詞
1679,3401,実態,名詞-普通名詞-一般
1680,3399,入る,動詞-一般
1681,3397,直る,動詞-一般
1682,3395,余裕,名詞-普通名詞-一般
1682,3395,利用,名詞-普通名詞-一般
1684,3394,小説,名詞-普通名詞-一般
1684,3394,二十年,名詞-数詞
1686,3390,安心する,動詞-一般
1686,3390,初め,名詞-普通名詞-一般
1686,3390,別れる,動詞-一般
1689,3389,怒り,名詞-普通名詞-一般
1690,3387,終える,動詞-一般
1691,3384,社長,名詞-普通名詞-一般
1692,3383,決定,名詞-普通名詞-一般
1692,3383,大量,形状詞-一般
1694,3377,選択,名詞-普通名詞-一般
1694,3377,作り方,名詞-普通名詞-一般
1696,3376,自己,名詞-普通名詞-一般
1697,3373,視点,名詞-普通名詞-一般
1698,3372,移す,動詞-一般
1699,3368,職場,名詞-普通名詞-一般
1700,3366,理解出来る,動詞-一般
1701,3364,妹,名詞-普通名詞-一般
1702,3362,星,名詞-普通名詞-一般
1703,3361,何等,代名詞
1704,3360,としたら,助詞-接続助詞
1705,3358,喋る,動詞-一般
1706,3356,残り,名詞-普通名詞-一般
1707,3354,市町村,名詞-普通名詞-一般
1708,3351,愈,副詞
1708,3351,住所,名詞-普通名詞-一般
1710,3350,切れる,動詞-一般
1710,3350,偶に,副詞
1712,3349,尤も,接続詞
1713,3346,防ぐ,動詞-一般
1714,3344,交ぜる,動詞-一般
1715,3342,挟む,動詞-一般
1716,3341,確かめる,動詞-一般
1716,3341,喜び,名詞-普通名詞-一般
1718,3336,天皇,名詞-普通名詞-一般
1719,3334,中央,名詞-普通名詞-一般
1720,3330,折角,副詞
1721,3327,未来,名詞-普通名詞-一般
